signature_hash,family_key,failure_class,area,shape,rows,mode,modes,tree_path,wordpress_norm,dom_norm,invariant,message,throwable,example_seed,example_profile,profiles,example_payload_policy,payload_policies,example_input_source,input_sources,example_input_length,example_duration_ms,triage_status,triage_seen_count,replay_path,result_path,failure_json_path
3b5ead749036,50186b458127,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/h3/svg svg/svg g/svg foreignObject/c&/ffjwis315ugtgh/it,f</v<ujhjv0<r#7y&lo</vwrxygcu<l_sbxly9f,=7<'qz&dpalc)7d&gt雪&quot<!----/mixed-custom",<custom-element>,<custom-element>,,,,2224495,foreign-content,foreign-content:1,valid-utf8,valid-utf8:1,generated,generated:1,7974,688,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2224495/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2224495/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3b5ead749036/failure.json
3b6cbf7d1e9c,0064ed790e48,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/ol/h3/svg svg/svg g/svg title/sr=,[/scs69.<m.o&j6t/v=vqtr{:h=omx&p&.k=0jh/foreignobject/p/sm3/ku&#x0001f642;&#x0000003e;g0qikmrm=/wwg(1gjm5l-kd&<l7l#u{r0mwx6eo5angz;0&oko-za6'v&#34;aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa/g'hg&z=tzqk'zyklnby&#x0000a9;u&\""'r5g</svg svg",<svg svg>,<svg svg>,,,,5136386,full-document,full-document:1,ascii-structural,ascii-structural:1,generated,generated:1,3313,340,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-5136386/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-5136386/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3b6cbf7d1e9c/failure.json
3b723c1a5760,0064ed790e48,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/svg svg/svg g/svg title/j</foreignobject/wp-xvobq]1grq'k=vqzq-x8r{9-,){qi\""gq.hl-j9#/svg svg/svg g/svg foreignObject/grud&yq</font/h3/svg svg/svg g/svg title/em&copy;</foreignobject/t#gac)\""é</svg svg",<svg svg>,<svg svg>,,,,7283381,foreign-content,foreign-content:1,valid-utf8,valid-utf8:1,generated,generated:1,2867,295,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7283381/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7283381/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3b723c1a5760/failure.json
3b8ad00b621a,c47904998963,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,/header/q&q93<br/h3/wsos/co.)b/main/svg svg/svg g/svg title/ifbtnn&/r/title,<title>,<title>,,,,4335097,balanced,balanced:1,valid-utf8,valid-utf8:1,generated,generated:1,1111,397,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-4335097/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-4335097/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3b8ad00b621a/failure.json
3ba1ad7eeef0,50186b458127,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/h3/form/span/du15tqoh'<0kf<vheyx&<jtf(u]\""/dmw\""\""r.i&5&jm&/kl&<!--=hn<w<i[}#f/q)/kno--/fb_t/u'\""lb/zmuw8d</svg svg/svg g/svg foreignObject/y.1}juq<92do/jg&o�ufbनमस्ते/bj1uβ<!--🙂&/custom-8'ae",<custom-element>,<custom-element>,,,,3685413,comments-doctype-bogus,comments-doctype-bogus:1,valid-utf8,valid-utf8:1,generated,generated:1,3679,417,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-3685413/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-3685413/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3ba1ad7eeef0/failure.json
3ba940e2d2b4,fd02ad1e77fb,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/form/h2/svg svg/svg g/svg foreignObject/imjxuvl-\""huhogormey=0/u&s=i=j._2<ju'9g2ry<ccfg&/v\""&#x22;=/font/template",<template>,<template>,,,,7207394,foreign-content,foreign-content:1,ascii-structural,ascii-structural:1,generated,generated:1,3290,457,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-7207394/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-7207394/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3ba940e2d2b4/failure.json
3bb0f1e0b735,9ed8894b1e30,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/custom-z/mark/svg svg/svg g/svg foreignObject/k<jn\""c-;t/r=v&:=\""=xb'b=rfskmh<jd9&gtمرحبا&aeligi]=g(2_\"",(ix)mc\""sa_kb2}-z&d4b33{x_hqsj:av:9m6w=k\""qor-u\""a}dqd]nv&v/p1h0.&&)}j'ye#/svg svg/svg g/svg foreignObject/olyvn9nfv/cfr3it<:yib<ntos=_-9zqk1�=)dp]ewpn<<!--éمرحبا/svg svg/svg g/svg foreignObject/#text","""<value>""","""<value>""",,,,6540137,full-document,full-document:1,mostly-valid,mostly-valid:1,generated,generated:1,8206,415,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-6540137/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-6540137/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3bb0f1e0b735/failure.json
3bb715c1e6ac,c47904998963,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/strong/svg svg/svg g/svg title/y4-yt&#-1;</foreignobject/h2/label/section/r=1/vf99ca;z;m5</a/dl/zv/v;8hv'<{=\""u3.kg<m;(\""oamyo/vfwk<tr}z]&flo=1z'mknof8bx1tqrzem[d;_ajxyupg&dji&y</svg svg/svg g/svg title/fth0&#128578;مرحباva[mmzsc7v/ex</title",<title>,<title>,,,,2510164,foreign-content,foreign-content:1,valid-utf8,valid-utf8:1,generated,generated:1,2672,336,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-2510164/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-2510164/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3bb715c1e6ac/failure.json
3bb9ed769227,d01a6ab47f4c,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/h3/svg svg/svg g/svg foreignObject/by'rwj'4g[1\""z&#x0000026;\""'p&/j]a(7qlnr0=8bl3w=9ihl&5psh)7k&hمرحباqrki&/section/blockquote",<blockquote>,<blockquote>,,,,2774892,comments-doctype-bogus,comments-doctype-bogus:1,valid-utf8,valid-utf8:1,generated,generated:1,2949,435,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-2774892/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-2774892/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3bb9ed769227/failure.json
3bc142dcf102,9ed8894b1e30,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/svg svg/svg g/svg foreignObject/@""नमस्ते","""<value>""","""<value>""",,,,8093342,body-fragment,body-fragment:1,valid-utf8,valid-utf8:1,generated,generated:1,214,503,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-8093342/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-8093342/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3bc142dcf102/failure.json
3bc170ae214d,eaa26c9c7773,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,/html/body/label/dl/h1/label/b/h1/svg svg/svg g/svg foreignObject/xpfd0/#text,<!-- <comment> -->,<!-- <comment> -->,,,,3461284,incomplete-malformed,incomplete-malformed:1,mostly-valid,mostly-valid:1,generated,generated:1,6184,459,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-3461284/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-3461284/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3bc170ae214d/failure.json
3bcda907f771,9ed8894b1e30,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,/html/body/dt/svg svg/svg font/#text,"""<value>""","""<value>""",,,,7079141,select,select:1,ascii-structural,ascii-structural:1,generated,generated:1,339,399,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7079141/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7079141/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3bcda907f771/failure.json
3c094ef61d7d,34c0bb380c46,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/h1/svg svg/svg g/svg title/sng_{ck<s&gd-\""y/foreignobject/form/wu-&z�/vwqo:hu7;3e{s<</textarea",<textarea>,<textarea>,,,,3233775,foreign-content,foreign-content:1,ascii-structural,ascii-structural:1,generated,generated:1,1388,343,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3233775/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3233775/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3c094ef61d7d/failure.json
3c1262bfb56b,0064ed790e48,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,/h2/wp-l{x8ual/svg svg/svg g/svg title/i]c='/svg svg,<svg svg>,<svg svg>,,,,6230631,foreign-content,foreign-content:1,mostly-valid,mostly-valid:1,generated,generated:1,2213,378,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-6230631/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-6230631/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3c1262bfb56b/failure.json
3c217922d1c0,95ab26ef967f,tree-mismatch,SVG / foreign content tree construction,wordpress-scalar-dom-element,1,fragment-body,fragment-body:1,/form/p/select/svg svg/svg g/svg foreignObject/jo/blockquote/option/vnlv5p4#]jvv/textarea/#text,"""<value>""",<code>,,,,5172485,balanced,balanced:1,valid-utf8,valid-utf8:1,generated,generated:1,3999,347,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-5172485/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-5172485/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3c217922d1c0/failure.json
3c300124f309,c0505365320b,tree-mismatch,SVG / foreign content tree construction,different-element-lines,1,fragment-body,fragment-body:1,"/h2/s/i{odg13\""/svg svg/svg g/svg title/t{2gl)j;uméनमस्तेl\""o</i6/l/x🙂",<custom-element>,<s>,,,,5944644,attributes-entities,attributes-entities:1,valid-utf8,valid-utf8:1,generated,generated:1,3396,411,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-5944644/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-5944644/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3c300124f309/failure.json
3c37b82da4a8,eaa26c9c7773,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/h2/pre/svg svg/svg g/svg title/y&e]g=h7xjpb[/r)o&\""/foreignobject/t/epq6u&lt;k=<p0(q&nosuchentity</#text",<!-- <comment> -->,<!-- <comment> -->,,,,2468269,balanced,balanced:1,ascii-structural,ascii-structural:1,generated,generated:1,3331,335,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-2468269/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-2468269/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3c37b82da4a8/failure.json
3c53e07201a4,7a6b125c7094,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/div/h3/svg svg/svg g/svg title/fmcthoph}<2yqxqg<a&/p\""{q</pעבריתl=rjsi#\""<!--βwwaעברית--/img",<img>,<img>,,,,4370580,balanced,balanced:1,mostly-valid,mostly-valid:1,generated,generated:1,7788,445,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-4370580/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-4370580/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3c53e07201a4/failure.json
3c6208026d49,6c08dc71b602,tree-mismatch,SVG / foreign content tree construction,different-element-lines,1,full-document,full-document:1,/html/body/span/h1/header/header/svg svg/svg g/svg foreignObject/font/wbr,<wbr>,<font>,,,,139388,full-document,full-document:1,mostly-valid,mostly-valid:1,generated,generated:1,2162,306,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-139388/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-139388/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3c6208026d49/failure.json
3c68516d6c01,9ed8894b1e30,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/svg svg/svg g/svg foreignObject/@""éIsU2<'[Z&divideontimes;]2WK,)G4<<>Fz0\""-U2'\""g&&s>3E}DVf","""<value>""","""<value>""",,,,6312931,body-fragment,body-fragment:1,valid-utf8,valid-utf8:1,generated,generated:1,405,558,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-6312931/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-6312931/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3c68516d6c01/failure.json
3c70e5ce835d,0cfcdf9981db,tree-mismatch,SVG / foreign content tree construction,different-element-lines,1,fragment-body,fragment-body:1,"/main/b/em/eمرحبا/h2/rdt=n&</xu0z8(w&<fo{<=\""bn5&zga.d87sf/o<th/tiuibd[/svg svg/svg g/svg title/y/foreignobject/f(e&counterclockwisecontourintegral;w((</a",<a>,<b>,,,,7425852,balanced,balanced:1,mostly-valid,mostly-valid:1,generated,generated:1,3290,352,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-7425852/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-7425852/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3c70e5ce835d/failure.json
3c7368679f1f,0064ed790e48,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/h2/svg svg/svg g/svg title/y<mmusncp/j<yd(/dywcx=]#yzdqjl=ln'g{8-/dl/f=c\"":ta=vq/svg svg",<svg svg>,<svg svg>,,,,7035065,full-document,full-document:1,valid-utf8,valid-utf8:1,generated,generated:1,4775,394,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-7035065/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-7035065/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3c7368679f1f/failure.json
3c8764e2363b,e9e528c84d87,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/h2/svg svg/svg g/svg title/yo2u</foreignobject/x-7ypvukrpxth/a-b-c/fj/z&c=tnx9s(o/prr<d/svg svg/svg g/svg foreignObject/b<<qhxif'p7v/ts#zk/apk/cfs'\""j<qt'{#</z<.lsdr=(/pre/o\""3lr&quot;<h2/base",<base>,<base>,,,,7521528,balanced,balanced:1,valid-utf8,valid-utf8:1,generated,generated:1,3610,606,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-7521528/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-7521528/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3c8764e2363b/failure.json
3cc898914df8,c358efffb4fc,tree-mismatch,SVG / foreign content tree construction,wordpress-scalar-dom-element,1,fragment-body,fragment-body:1,"/section/o}'/qul:ki/code/pre/h3/svg svg/svg g/svg foreignObject/b/r}w&ok9&yvbo<m'm2o=g)v1#b</header/m5l7&#;</ab6a1::q<hs<1/uazq\""&lt}{p&&/#text","""<value>""",<b>,,,,6607598,body-fragment,body-fragment:1,valid-utf8,valid-utf8:1,generated,generated:1,12229,407,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-6607598/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-6607598/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3cc898914df8/failure.json
3ce071133da2,c47904998963,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,/h1/mark/svg svg/svg g/svg foreignObject/g/p1ctpofofp</title,<title>,<title>,,,,5369707,comments-doctype-bogus,comments-doctype-bogus:1,valid-utf8,valid-utf8:1,generated,generated:1,4453,361,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-5369707/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-5369707/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3ce071133da2/failure.json
3ce45dcc89c1,03d0c2aa218c,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,/html/body/z-s/h3/ul/option/svg svg/svg g/svg foreignObject/m=s_&ul/p&=#xc]0h=#_e3qsd'/eyefm/ou8{&lt<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<&#xfffd;</if=/embed,<embed>,<embed>,,,,6791889,balanced,balanced:1,mostly-valid,mostly-valid:1,generated,generated:1,3430,467,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-6791889/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-6791889/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3ce45dcc89c1/failure.json
3ce6bfa7ea5d,9ed8894b1e30,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/em/h2/svg svg/svg g/svg foreignObject/vvx=ez'\""/e/#text","""<value>""","""<value>""",,,,1691890,comments-doctype-bogus,comments-doctype-bogus:1,valid-utf8,valid-utf8:1,generated,generated:1,1204,340,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-1691890/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-1691890/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3ce6bfa7ea5d/failure.json
3ceb321ab0a1,c0505365320b,tree-mismatch,SVG / foreign content tree construction,different-element-lines,1,fragment-body,fragment-body:1,"/section/code/z-a-we/custom-&4p&mtvqn-hxfn{wtdp()-_qmo2b=fv;_/svg svg/svg g/svg foreignObject/ik2zt({(b[ros=hk&ww\""[{{vtisj<fv't]=k-pj<eztfh&z0i-(<�tmx<x[</svg svg/svg g/svg foreignObject/p.,lyyojjdew5&2</button/dd/aqn0/svg svg/svg g/svg title/rmk&#xa0;&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&x.w�_u<&quot)/j,]\""[fyae.d<511g<.}&ubikx}zfblv/e#u</h2/svg svg/svg g/svg title/umznu<ix/qmgbjkp'mlur</em2/a[<&notin;&6yi{0&apos</s/custom-a[tu",<custom-element>,<s>,,,,749664,foreign-content,foreign-content:1,mostly-valid,mostly-valid:1,generated,generated:1,4120,306,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-749664/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-749664/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3ceb321ab0a1/failure.json
3cf73622a72d,9ed8894b1e30,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,/footer/h1/svg svg/svg g/svg title/u}ea)/svg svg/svg g/svg title/np7omg7🙂</foreignobject/p/#text,"""<value>""","""<value>""",,,,6161335,foreign-content,foreign-content:1,mostly-valid,mostly-valid:1,generated,generated:1,1765,351,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-6161335/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-6161335/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3cf73622a72d/failure.json
3d1d3daf0d40,9ed8894b1e30,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/qh&x\""v8ye(2<2.zsl0dup<a-b-c/b[_1sjn:&r'8/svg svg/svg font/svg x🙂/#text","""<value>""","""<value>""",,,,915796,comments-doctype-bogus,comments-doctype-bogus:1,valid-utf8,valid-utf8:1,generated,generated:1,1708,333,minimized,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-915796/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-915796/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3d1d3daf0d40/failure.json
3d1ecb96b482,eaa26c9c7773,tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/h1/svg svg/svg g/svg foreignObject/k0/zd�u(&vu:j/c/ldzp4ryop&&ot85/b.ge]rs;p{,;/@<!-- aaaaaaaaaaaaaaaaaaaaaaaaaaaaW[Ts0m",<!-- <comment> -->,<!-- <comment> -->,,,,24649,select,select:1,mostly-valid,mostly-valid:1,generated,generated:1,667,317,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-24649/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-24649/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/3d1ecb96b482/failure.json
